OBSERVATION,TAGS,,,,,,,,,,,,,,,
"Commented AdManager could be focusing on so many retailer requests, and 'people please', but are not so focused on our current customer core pain points (i.e. banner with video, email capabilities, in-store media capabilities). Commented Criteo are focusing on the filling the gaps we have in our platforms, and this is a risk.",Business challenge, Managing expectations, Scaling, Pain points, Slow to respond, AdManager, Retailers, UK, Competitor, Criteo, Competitor advantage, Gap (Product or Service),,,,
"We had a product advisory group last night, and what I was trying to say to them is 'You tell us these things are coming. And while I appreciate the development takes time. We have these conversations because you want us to gain interest, and then it goes quiet, and nothing happens'. Before we know it our competitors are out the door with it, and we're looking second again.",Competitor, Business challenge, Managing expectations, Scaling, Brands, Retailers, UK,,,,,,,,,
Commented we are trying to please some customers we have with things that are not necessary or are not going to make a difference to AdManager. Need to improve how we manage retailer expectations - but agree it is a balancing act. Current feedback from some retailers is the platform has become incredibly slow to use (i.e. Nectar360 and Ocado have both complained).,Business challenge, Managing expectations, AdManager, Retailers, UK, Nectar360, Ocado, Negative feedback, Poor performance,,,,,,,
"[Retailers have said] we're here as your partners, but you can't even get your platform to work. We don't want to invest in anything else [with AdManager] until it's up to speed.",Scaling, Negative feedback, Poor performance, Retailers, UK,,,,,,,,,,,
Commented that retailers still expect AdManager to be release new advanced options for placements as well as making the platform more stable and performant. Some customers are providing feedback that AdManager has lost it's agility and are just not fast enough to responding to the market any more.,Expectations, Placements, Poor performance, AdManager, Retailers, Brands, Negative feedback, Slow to respond,,,,,,,,
Current retailers feed level of service from AdManager had fallen and are no longer a priority as we get pulled in every direction. We need to get better in managing expectations.,Managing expectations, Negative feedback, Slow to respond, Retailers, Support,,,,,,,,,,,
"Contract with big retailers are coming up for renewals (e.g. Tesco and Ocado). So we need to protect that business is important, so we are not only looking at acquiring new business. ",Contracts, Ocado, Tesco, Business challenge, Retailers, AdManager,,,,,,,,,,
Focus [from Alban] is to retain the current UK business we have while growing the mainland European business.,Business challenge, Scaling, Brands, Europe, Retailers, UK,,,,,,,,,,
"The JV (joint venture with EllisX) we have will help with European business growth. However, when the JV rolls out fulling in the UK there will be new retailers selling the platform on our behalf, so we need to make sure the platform is as solid as possible as there could be a huge growth in new customers.",Business challenge, Scaling, EllisX, AdManager, Europe, Retailers, UK,,,,,,,,,
"Top 3 areas to focus on are: 
1. In-store media 
2. Pacing 
3. Extensions in our report offering (month-by-month, share-of-voice, etc).

Should also focus more in a better in-platform customer experience and support.",Business strategy, In-store, Pacing, Reporting, Brand needs, Retailer needs, Guidance, Support, Customer experience,,,,,,,
"For European market, sees the need to set up and manage campaign programs will be a future need, it is not there yet in Europe.",Europe, Customer needs,,,,,,,,,,,,,,
"For mainland Europe, the market is 3 to 5 years behind the UK market, as most brands work in network services and usually don't in-house advertising platform/retail media expertise.",Business challenge, Expertise, Brands, Europe,,,,,,,,,,,,
Mainland European retailers will rely heavily on thew AdManager managed service support. Asked if we need a 2-speed campaign setup (i.e. beginner or advanced setup). Mentioned they had a wizard setup approach around 18 months ago.,Business norm, Managed service, AdManager, Brands, Europe, Support, Business challenge, Consideration, Campaigns, Self-serve,,,,,,
Customers will need a better guided and supported experience to remove friction and effort in current campaign setups. A quick set up experience would be ideal.,Customer needs, Guidance, Guides and support material, Support,,,,,,,,,,,,
"Current brand objectives are usually set by strategy. Need to provide both a full campaign objectives setup, and also a quick set up to allow for experimentation (e.g. awareness campaigns or new product development).",Business norm, Business strategy, Consideration, Campaigns, Future opportunity, Guidance, UI improvements,,,,,,,,,
"Providing metrics, guidance and suggestions during campaign setup would be ideal. AdManager UK provide customers with full optimisation training on how to get more out of the system.  But ideally, we need to make the platform easier to use for customers, using metrics and on-screen help, and providing more in-platform support and guidance.",Metrics, Customer needs, Guidance, AdManager, Training, Optimisation, UK, Support, Retailers, Brands, Improve understanding, Notifications, UI improvements,,,
"Customers are wanting to do more. It is a lot of manual work for AdManager and customers if they cannot see every campaign within the one platform (i.e. what is being advertised on Sainsburys, Tesco and Ocado all together in one view).",Ocado, Sainsbury, Tesco, Limitation, Manual effort, AdManager,,,,,,,,,,
"Brands and retailers want an ability to see everything at a global level (i.e. aggregating up activities by teams, regions and countries).",Brands, Retailers, Aggregated reporting,,,,,,,,,,,,,
Brands also want reporting on individual streams of activity by Teams or by country.,Reporting, Brand needs, Regional,,,,,,,,,,,,,
"Brands also want to review their performance and spend at a category level (e.g. Unilever looking at ice-cream, home care, etc.).",Categories, Performance, Spend, Unilever, Brand needs,,,,,,,,,,,
Brands want to see bench-marking on how categories are performing in the different retailers.,Categories, Performance, Aggregated reporting, Brand needs,,,,,,,,,,,,
Initially when AdManager on-boarded retailers into the platform and used the retailer?s category ID's but not the actual category names. So this has added to the frustration of producing accurate category reporting.,On-boarding, Categories, Reporting, UPC or Identifier, Business challenge, Frustration, Gap (Product or Service), Retailers,,,,,,,,
"You can see category performance, but you have no idea what that category [ID] is.",Categories, Performance, Reporting, UPC or Identifier, Gap (Product or Service), Understanding vague, Retailer needs,,,,,,,,,
Brands also want to know their Share-of-voice and also what their competitors are also doing (which is challenging).,Reporting, Share of Voice, Business challenge, Brand needs, Competitor data,,,,,,,,,,,
Brands are keen to know within categories where they are winning and where they are missing out.,Campaigns, Performance, Brand needs, Missed opportunity,,,,,,,,,,,,
"When they AdManager started they thought impression share could help brands and retailers understand where they were performing well, or not. But, for most retailers this has been switched off as it was just adding confusion.",Inpressions, Confusion, AdManager, Retailers,,,,,,,,,,,,
"In the first instance, AdManager could provide a brand with market share metric without identifying or breaking down the named competitors market share (as this would add a lot of complexity for AdManager in obtaining and displaying this data).",Future opportunity, Share of Voice, Business challenge, Complexity, AdManager, Competitor data,,,,,,,,,,
How much [data] is too much before you then have a platform that's so crowded and busy you can't actually get to the things that are useful?,Data, Business challenge, Managing expectations,,,,,,,,,,,,,
Agencies more so than brand are requesting Share-of-voice metrics.,Agencies, Share of Voice,,,,,,,,,,,,,,
"Mentioned some clients are receiving Criteo data that allows them to toggle and compare data and see global advertiser view, the seller view, the Ad spend, the campaign view. The data also allowed them to compare by month, or quarters too. This allows agencies and brands to build a narrative of their holistic performance.",Competitor, Performance, Reporting, Spend, Gap (Product or Service), Criteo, Aggregated reporting,,,,,,,,,
"Brands and retailers are always going to want to see more data. But initially the top-level breakdowns of Share-of-voice, category, performance metrics would provide them with something tangible. And then slowly build out on the larger complexities.",Categories, Data, Future opportunity, Performance, Reporting, Share of Voice, Business challenge, Brands, Retailers, Brand needs, Retailer needs,,,,,
"Brands want to use data insights for 2 reasons - (a) to validate spend, and (b) to help with future budget forecasting. But today, the performance metrics are mostly used to validate spend.",Business strategy, Data, Performance, Spend, Brand needs, Forecasting,,,,,,,,,,
"Brands need help with forecasting, especially where competitors bid aggressively within the same categories.",Categories, Brand needs, Competitor data, Forecasting,,,,,,,,,,,,
When they on-board new retailers they are now looking for the full catalogue with ID's and matching catalogue names.,On-boarding, Catalog (retailer), Categories, Expectations, Retailers,,,,,,,,,,,
"Some retailers (e.g. Carrefour) however are not just looking for performance at the parent category level. They are also now requesting performance at the sub-category level. For example, where dairy is a parent category, they also want to know how egg and cheese sub-categories are performing.",Categories, Parent-Child, Performance, Products, Carrefour, Retailer needs,,,,,,,,,,
"In the case of brands, they are usually only interested in the parent category performance.",Categories, Parent-Child, Performance, Brands, Brand needs,,,,,,,,,,,
The search terms breakdown (for reporting) do not always align to the categories between different retailers. So would need a way to flag certain categories against certain search terms.,Catalog (retailer), Categories, Reporting, Search terms / Keywords, Business challenge, Complexity, Retailers,,,,,,,,,
Example given was Sainsburys and Waitrose both refer to diluted drinks as Squash and Cordials (for the same product). So category names are not always the same between retailers. Would need a way in reporting to reconcile the difference in category names.,Consideration, Catalog (retailer), Categories, Sainsbury, Waitrose, Business challenge, Retailers, Follow-up,,,,,,,,
"Unilever, P&G, and other large brands are all going to break their categories down slightly differently.",Consideration, Categories, Procter & Gamble (P&G), Unilever, Business challenge, Retailers,,,,,,,,,,
Challenge with retailers is they do not use a standard taxonomy for their categories. So a brand can advertise the same product on Sainsbury or Tesco and the categories and search terms will not match (and campaigns can get rejected or don't get impressions).,Campaigns, Catalog (retailer), Categories, Inpressions, Search terms / Keywords, Sainsbury, Tesco, Business challenge, Retailers,,,,,,,
Differences in retailer categories is complicated and AdManager can sometimes get caught in the middle between retailers and brands.,Catalog (retailer), Campaigns, Business challenge, Complexity, AdManager, Brands, Retailers,,,,,,,,,
Suggested search terms work well but this requires retailer supply category lists in advance.,Consideration, Catalog (retailer), Categories, Search terms / Keywords, Positive feedback, Retailers,,,,,,,,,,
"Have has success with category lists being supplied by Sainsbury and Waitrose, but still awaiting a full list from Tesco.",Catalog (retailer), Campaigns, Sainsbury, Tesco, Waitrose, Positive feedback, Retailers,,,,,,,,,
Has now become a process when on-boarding retailers to request their full category listing.,On-boarding, Business norm, Catalog (retailer), Categories, Retailers,,,,,,,,,,,
"Criteo is the largest competitor on the Target account as the retailer uses both Criteo and AdManager. AdManager won some of Criteo?s business with Target and are constantly trying to win the business back. Some brands are switching to Criteo for their automation capabilities, and also better performance that brands are experiencing.",Competitor, Business challenge, Criteo, Retailers, AdManager, Automation, Competitor advantage, Gap (Product or Service), Poor performance, Brands, Target,,,,,
Brands are also using Pacvue and Skai (formerly Kenshoo) to deliver campaign. For managed services most of the large brand budgets and setups for brands are similar.,Competitor, Competitor advantage, Pacvue, Shai (Kenshoo), Business norm, Budget, Managed service, Brands,,,,,,,,
"Budgets for brands differ. Some have a single large budget to target multiple brands/product lines; some have specific budgets to target a brand/product; some have specific monthly budgets for each brand/product or some variation on these budget setups. Would prefer if brands ran budgets annually, but this is not the case.",Budget, Business challenge, Complexity, Brands, Business norm,,,,,,,,,,,
"Kraft originally set monthly budgets, but have now moved to quarterly budgets. A few brands run annual budgets and there is a effort in AdManager to push for annual budgets with more of the large brands. here are SLA?s usually set with the brands, but there are some exceptions.",Kraft (Heinz/Kraft), Business norm, Budget, Date or Time related, Brands, Contracts, Complexity,,,,,,,,,
"For brands spending $300K USD and above (per year) they qualify for a bi-weekly report. For brands spending (a little lower) at $35k USD per quarter they might still provide bi-weekly reporting if they suspect they client will grow their spending on AdManager. Some reports can be automated through DataGrid, so some reports do not require a lot of effort to generate.",Business norm, Managed service, Reporting, Spend, Brands, Manual effort, DataGrid,,,,,,,,,
"Specific data breakouts/bread-downs or customised reporting (through DataGrid) does take a lot of effort. Complex or reports requiring effort is handed over to the off-shore reporting team (for example, Tyson Food who use 14 different wallets). Final campaign metrics reports are handled by the Analytics team. And this covers performance summary and missed opportunities reports (based on missed keyword or spend opportunities ? as this is a reporting differentiator).",Reporting, Manual effort, DataGrid, Wallets, Complexity, Tyson Foods, Metrics, Performance, Search terms / Keywords, Spend, AdManager advantage, Missed opportunity,,,,
Large brands want to see Share of voice reporting throughout the entire campaign lifecycle (i.e. in-flight and final performance reports). Brands are wanting to know where bid increases are impacting Share of voice (i.e. spend more or less).,Performance, Share of Voice, Spend, Brand needs, Forecasting,,,,,,,,,,,
Challenge is one person on analytics team required to pull all Share of voice data out of DataGrid (can be up to 2-3 hours for each large client). CSM don't have access to all data sets.,Business challenge, Share of Voice, Manual effort, DataGrid, Managed service, Data, Data challenge, Access,,,,,,,,
"Some brand send a report template to fill in, but tends to be agencies who require this. Mostly provide generic reports. Agencies use the reporting that AdManager provide to them. Brand let agencies take over their campaigns as they don't want to pay an agency fee and AdManager managed service fee. Managed service clients only have reporting-only access. Kraft wanted full account access when they were on-boarded but never use the self-serve.",Brands, Reporting, Agencies, Business norm, Managed service, Fees or Charges, Access, On-boarding, Self-serve, Kraft (Heinz/Kraft),,,,,,
"Had not heard any comments or requests from the larges brands (e.g. Kraft, PepsiCo, J&J, Unilever, etc.) within the Target account looking for global or international reporting.",Reporting, Needs are unclear, Kraft (Heinz/Kraft), Pepsico, Johnson & Johnson (J&J), Target, Unilever,,,,,,,,,
Large brands want Share of Voice reporting (the biggest ask from brands). Can only see Impression Share in the platform (only for the last 7 days).,Reporting, Self-serve, Brands, Brand needs, Inpressions, Limitation,,,,,,,,,,
"Share of voice reporting helps justify increases in CPC (Cost Per Click), budget increases, and incremental budgets, etc. Brands are also looking for a wallet ?Cap Out? report (thinks BI team are currently building this). Currently only offer a campaign Cap Out report.",Budget, CPC (Cost Per Click), Incremental sales, Reporting, Share of Voice, Spend, Spend Limits / Cap-outs, Wallets, Brand needs, Limitation,,,,,,
Cap Out reports help brands to plan for incremental budget updates or campaign changes (or opportunities) if they could understand at what point during the daily their daily spend limits were being reached and Ads stop serving.,Budget, Performance, Spend Limits / Cap-outs, Brands,,,,,,,,,,,,
Cap Out reports help brands to understand where they can move campaign budgets around from one campaign to another that is capping out.,Budget, Opportunity, Spend, Spend Limits / Cap-outs, Brands,,,,,,,,,,,
Some brands have been requesting day-parting.,Day-parting, Brand needs, Brands,,,,,,,,,,,,,
"Some large brands have been requesting Geo-targeting and regional specific data (to under the buyer lifecycle journey, and attributions).",Attribution, Lifecycle, Reporting, Brand needs, Geo-targeting, Regional,,,,,,,,,,
With better self-serve big brands would take over their accounts and only reply on AdManager for advice.,Self-serve, AdManager, Customer needs, Support, UI improvements,,,,,,,,,,,
Agencies have different dedicated people who manage the brand account with specific retailers.,Consideration, Business norm, Expertise, Agencies, Brands, Retailers,,,,,,,,,,
A lot of users doing the 'hands-on' work would like a better way to export the data from the platform.,Data, Manual effort, DataGrid, Follow-up,,,,,,,,,,,,
"Data exports in DataGrid require users to go into multiple areas to get all the data. Clients and users are using Excel pivot tables to analyse data in multiple ways, based on their specific needs.",Data, Manual effort, DataGrid, Business norm, Reporting, Hack or Workaround, Excel, Aggregated reporting,,,,,,,,
"Mentioned CPG brand Conagra (manage by agency Bark Foundry) export DataGrid data on a weekly basis, but have to go into multiple different areas to get all the data they need.",Data, Complexity, Manual effort, DataGrid, CPG (Consumer Packaged Goods),,,,,,,,,,,
Difficult to get data and insights directly in the platform UI.,Data, Insights, Difficult to use, Pain points,,,,,,,,,,,,
"Self-serve clients want reporting insights directly within the platform UI so they can better under spend, monitor pacing and under-performance of campaigns. They are looking for snapshot reporting of average spend from individual wallets for pacing, based on last 7 days.",Pacing, Performance, Reporting, Self-serve, Spend, UI improvements, Date or Time related, Wallets, Customer needs,,,,,,,
Clients want to better understand how their campaigns were performing week-over-week. Not easy to understand where Ads are being outbid in the platform. Some large brands want to look at daily data to know where to optimise.,Campaigns, Date or Time related, Performance, Customer needs, Improve understanding, Bidding, Impact, Understanding vague, Data, Insights, Optimisation, Brands, Brand needs,,,
Reporting data by day can be pulled from the history tab.,Data, Reporting, Difficult to use, UI improvements,,,,,,,,,,,,
"P&G are a self-serve client and are doing a lot of campaign optimising and they want to be sure their budget pacing is not falling behind the competition. However, their internal staff are not as efficient as some of the CSM's in our managed services.",Procter & Gamble (P&G), Impact, Pacing, Managed service, Self-serve, Expertise, Brands,,,,,,,,,
"Provide a performance report in Excel to managed services clients (with breakdowns on Pacing, Spend & Sales Trends, Wallet Performance, Placement Performance, Search Performance - down to keyword level, Item Performance, and a high-level Campaign Performance) on a bi-weekly basis.",Business norm, Campaigns, Pacing, Performance, Placements, Products, Reporting, Search terms / Keywords, Excel,,,,,,,
"In managed services reports the pacing performance is calculated by comparing the average daily spend (broken down from last 7 days of spending), against the number of days remaining (multiplied by average daily spend) for the campaign divided by the budget remaining. Understanding spend performance and under-spending is very 'hit and miss' for most self-serve client. Larger self-serve clients like P&G with in-house marketing teams are better at understanding overall spend and pacing.",Budget, Date or Time related, Managed service, Pacing, Reporting, Spend, Future opportunity, Performance, Self-serve, Understanding vague, Operations, Brands,,,,
"Large CPG brands have not directly asked for aggregate reporting across all retailers, regions and states in the US. However, many large brands are already getting this data from aggregator platforms like Pacvue and Skai. Currently we can only provide brands with date from retailers we are supporting.",Business norm, Competitor, Competitor advantage, Pacvue, Shai (Kenshoo), Brands, CPG (Consumer Packaged Goods), Data, Business challenge, Complexity, Limitation, Retailers,,,,
CPG's use aggregators to see how their campaigns are performing across multiple retailers. Pacvue has the bigger market share of aggregator platforms. Mentioned some CPG's have commented on other retail media platform where they can loads all their information and enter their KPI's and the platform does the work for them. CPG's are looking for more automation in the AdManager platform to reduce manual effort.,Competitor, Reporting, Competitor advantage, Pacvue, CPG (Consumer Packaged Goods), Campaigns, Automation, Manual effort, Customer needs,,,,,,,
The manual nature of the AdManager platform means some of the self-serve clients are not spending their entire budgets. Run bi-weekly presentation with clients to help them understand some tactics around optimising campaigns. Also run an office-hour event where CPG's can drop in for more info on getting more out of the platform (aimed at smaller CPG's who are under-spending).,Self-serve, Spend, Loss of revenue, Manual effort, Brands, Missed opportunity, Business norm, Advice and guidance, Campaigns, Optimisation, Reporting, CPG (Consumer Packaged Goods),,,,
"CPG's can export the data using an API, but some have commented they would prefer a direct data (CSV) export from the platform instead of an API integration.",API, Data, CPG (Consumer Packaged Goods), Customer needs, UI improvements, Excel,,,,,,,,,,
Issues with the DataGrid export exists around the UTC versus different time zones as the times and metrics and spend amounts do not always match the billing (and this leads to a lot of confusion and a need to explain differences to clients). Sometimes billing is hundreds of dollars off due to time zone differences.,Date or Time related, Frustration, Limitation, Understanding vague, DataGrid,,,,,,,,,,,
"More of our issues come from a billing stand point. Because we're billing in UTC [time] and the UI would default. So it's like in some cases hundreds of dollars and they want to match what they're seeing in the UI. But again, it's like consistently explaining it. They shouldn't be having to question the data.",Date or Time related, Errors or Issues, Limitation, DataGrid, Billing,,,,,,,,,,,
On the Target account the biggest competitor is Criteo. Target were originally a Criteo-only account.,Target, Competitor, Criteo,,,,,,,,,,,,,
Target account has split inventory between Criteo and AdManager. Different offering with same Target inventory. Target use a mediation layer to decide what get displayed on the Target site.,Consideration, Target, Operations, Competitor, Inventory, Criteo, Retailers,,,,,,,,,
Target want as many demand sources as possible to access unfilled inventory (and this is why they use both Criteo and AdManager),Target, Demand sources, Inventory, Opportunity, Retailer needs, Missed opportunity,,,,,,,,,,
Target want either a white label solution or build out a platform in-house (similar to Wal-Mart previously did).,Target, Consideration, Business challenge, Retailer needs, UI improvements,,,,,,,,,,,
Criteo use a SKU centric model (all bidding is at the SKU) and AdManager use a keyword-first model offering.,Criteo, Competitor, Search terms / Keywords, SKU, Consideration,,,,,,,,,,,
Target will try to de-dupe for overlapping brands running in both Criteo and AdManager to avoid brands competing against themselves.,Target, Operations, Competitor, Complexity, Criteo, Retailers,,,,,,,,,,
Target mediation layer prevent any brand winning all the inventory bids - but some largest brands want this (e.g. P&G crowding out the market).,Target, Inventory, Complexity, Brands, Retailers,,,,,,,,,,,
Billing of brands on Target is either handled through AdManager or Criteo.,Billing, Target, Criteo, Competitor, Retailers, AdManager,,,,,,,,,,
Google is also a key off-site competitor.,Competitor, Google,,,,,,,,,,,,,,
InMobi are also competing in the banner and video advertising space too. Have some decent-sized retailer clients.,Competitor, InMobi, Business challenge, Competitor advantage, Retailers,,,,,,,,,,,
"Criteo bought Hooklogic to manage all of the retailer?s on-site monetising of sponsored products (similar to AdManagers). Falls under Criteo's Retail Media umbrella. Criteo's core product offering is their re-targeting off-site product, and this is now a much smaller piece of the market. HookLogic provides closed-loop marketing for brand advertisers through its partnerships with leading retailers and travel companies.",Competitor, On-site, Criteo, HookLogic, Operations, Off-site, Brands,,,,,,,,,
Criteo rely heavily on cookies and were impacted by Apple and Google doing cookie wipes.,Operations, Competitor, Criteo,,,,,,,,,,,,,
Criteo charge for their managed service but AdManager do not. So large brands will avail of the free managed services (and free support) offered as the platform is not easy to use.,Criteo, Fees or Charges, Competitor, AdManager, Managed service, Advice and guidance, AdManager advantage, Support,,,,,,,,
Criteo take a revenue share from the brands but AdManager operate a fee-free service (and this is a major advantage and selling point).,Criteo, Operations, Fees or Charges, Competitor, Revenue, AdManager advantage,,,,,,,,,,
Offering a managed service offers AdManager opportunities in up-selling and offering advice to the brands and results in more revenue. A lot for support and hand-holding for big brands.,AdManager, Advice and guidance, Managed service, Opportunity, Revenue, Spend, Brands, Support,,,,,,,,
Very rudimentary reporting offered to brig brands compared to what Criteo offer.,Competitor, Criteo, Reporting, Competitor advantage,,,,,,,,,,,,
Recently introduced a 'Cap Out' report which focuses on when an Ad caps-out or potential opportunities available.,Spend Limits / Cap-outs, Reporting, Manual effort, Missed opportunity,,,,,,,,,,,,
"Brand affinity reporting was offered by Criteo and brands want this. What percentage of customers were new; what percentage are repeats buyers; what percentage has been won from other brands; agnostic shoppers, etc.",Criteo, Competitor, Buyer behaviour, Reporting, Competitor advantage, Brands,,,,,,,,,,
Share-shift report or incremental test (i.e. A/B testing) is being asked for by brands but cannot really test for on the retailer?s site (using the retailer data).,Brand needs, Buyer behaviour, Future opportunity, Gap (Product or Service), Brands, Retailers,,,,,,,,,,
"Criteo offer Share-shift reporting by calculating when a brand not on versus when a brand is live (i.e. serving). And calculating lift in sales, products sold, revenue, etc.",Criteo, Competitor, Buyer behaviour, Reporting, Competitor advantage,,,,,,,,,,,
Cap-Out report is provided during in-flight campaigns to help see where more revenue opportunities exists for brands by identifying what time brands are not serving and what level of shopping traffic spikes are occurring. This has a revenue opportunity for AdManager too.,Consideration, Brand needs, Spend Limits / Cap-outs, Opportunity, Revenue, Missed opportunity,,,,,,,,,,
All cap-out and performance insights comes from DataGrid data.,Spend Limits / Cap-outs, Insights, DataGrid,,,,,,,,,,,,,
"Analysts can also enrich reports for brands, but this requires effort.",Managed service, Insights, Reporting, Manual effort, Brands,,,,,,,,,,,
As much as we can put [data] in the hands of the brands? we would love to. To make it as easy as possible for them. It would make us a lot more saleable.,Data, Self-serve, Brand needs, Future opportunity,,,,,,,,,,,,
A lot of the US business is self-serve (40%) and these clients make up around 70% of self-serve campaigns.,Business norm, Campaigns, Self-serve, USA,,,,,,,,,,,,
AdManager have a minimum threshold spend (around $50k per quarter) by brands per month or quarter before they can get a dedicated team to help manage their account or provide reports.,Business decision, Operations, Managed service, Reporting, Support,,,,,,,,,,,
"Some brands do smaller test budgets when coming on, and others will do large spends form the start. ",Business norm, Budget, Spend, Brands,,,,,,,,,,,,
Will use discretion when brands are coming on if they start small as AdManager know they will grow their spend budgets.,Business decision, On-boarding, Opportunity, Revenue, Brands,,,,,,,,,,,
"AdManager does not provide for self-serve clients with the tools to make running campaigns easy, or the tools to identify where opportunities exist. This is potentially an untapped revenue source for AdManager.",AdManager, Gap (Product or Service), Limitation, Negative feedback, Revenue, Self-serve, Missed opportunity,,,,,,,,,
"Out of 400 US clients, only 15 big accounts make up around 40% of the revenue.",Business norm, Revenue, USA,,,,,,,,,,,,,
Some major brands with experienced marketing teams will self-serve.,Self-serve, Expertise, Brands,,,,,,,,,,,,,
"Some self-serve clients coming on will push money into their wallets but are not active in spending their budgets. This is also hard to monitor in the platform, and you would have to specifically to be manually checking a self-serve clients' spend. Some of these clients have very rudimentary marketing and retail media experience.",Consideration, Brands, Self-serve, Spend, Wallets, Expertise, Manual effort, Guides and support material, Missed opportunity, Notifications,,,,,,
"In the US there are so many different campaigns beings used to accommodate the different inventories, spend strategies, keyword bidding, etc.",Business norm, Business strategy, Inventory, Search terms / Keywords, Spend, Business challenge, Complexity, Brands, USA,,,,,,,
"A lot of self-serve brands are asking for better notifications and alerts (for wallets running out of funds, or campaigns not serving).",Self-serve, Wallets, Brand needs, Missed opportunity, Notifications, Support,,,,,,,,,,
"Self-serve clients get busy in their work and forget to manage their Ads, and they can stop serving. This leads to missed sales opportunities for clients and missed revenue for AdManager.",Self-serve, Revenue, Spend, Manual effort, Brands, Missed opportunity,,,,,,,,,,
PepsiCo is totally self-serve brand on our platform.,Pepsico, Self-serve,,,,,,,,,,,,,,
A lot more of the big brands would move from managed services to self-serve if the platform was easier to use and there were proper alerts and notifications.,Future opportunity, Self-serve, Brand needs, Customer needs, Guides and support material, Missed opportunity, Notifications,,,,,,,,,
